time,open,high,low,close,Shapes,Shapes
1709317800,1.08371,1.0842,1.08362,1.08419,0,0
1709318700,1.08419,1.08426,1.08373,1.084,0,0
1709319600,1.084,1.08428,1.08399,1.08418,1,0
1709320500,1.08418,1.08422,1.08399,1.08418,0,0
1709321400,1.08418,1.08434,1.0839,1.08393,1,0
1709322300,1.08393,1.08429,1.08382,1.08414,0,0
1709323200,1.08414,1.08414,1.08356,1.08364,0,0
1709324100,1.08364,1.08374,1.08352,1.08356,0,0
1709325000,1.08356,1.08362,1.08348,1.08358,0,1
1709325900,1.08358,1.08384,1.08358,1.08374,1,0
1709326800,1.08374,1.08376,1.08347,1.08352,0,0
1709327700,1.08352,1.08368,1.08334,1.08366,0,1
1709328600,1.08366,1.08402,1.08364,1.08386,0,0
1709329500,1.08386,1.0841,1.08378,1.08398,1,0
1709503200,1.08398,1.08403,1.08386,1.08402,0,0
1709504100,1.08402,1.08411,1.08396,1.08399,0,0
1709505000,1.08399,1.08414,1.08398,1.08408,0,0
1709505900,1.08408,1.08428,1.0839,1.08409,0,1
1709506800,1.08409,1.08432,1.08404,1.08428,0,0
1709507700,1.08428,1.08438,1.08422,1.08429,0,0
1709508600,1.08429,1.08442,1.08424,1.08424,1,0
1709509500,1.08424,1.08428,1.08412,1.08418,0,0
1709510400,1.08418,1.08436,1.08408,1.08434,0,1
1709511300,1.08434,1.08448,1.0843,1.08447,0,0
1709512200,1.08447,1.08481,1.08444,1.08478,1,0
1709513100,1.08478,1.0848,1.08452,1.08458,0,0
1709514000,1.08458,1.08458,1.08419,1.08427,0,1
1709514900,1.08427,1.08445,1.08426,1.08434,0,0
1709515800,1.08434,1.08437,1.08401,1.08401,0,0
1709516700,1.08401,1.08414,1.08386,1.08402,0,0
1709517600,1.08402,1.08414,1.08386,1.08413,0,0
1709518500,1.08413,1.0844,1.08411,1.08438,0,0
1709519400,1.08438,1.0846,1.08434,1.08448,1,0
1709520300,1.08448,1.08458,1.08447,1.08454,0,0
1709521200,1.08454,1.08459,1.08422,1.08428,1,1
1709522100,1.08428,1.08451,1.08427,1.0844,0,0
1709523000,1.0844,1.08446,1.0843,1.08436,0,0
1709523900,1.08436,1.08447,1.08436,1.08439,0,0
1709524800,1.08439,1.08458,1.08439,1.08448,1,0
1709525700,1.08448,1.08456,1.08444,1.08447,0,0
1709526600,1.08447,1.08452,1.08442,1.08445,0,0
1709527500,1.08445,1.08451,1.08433,1.08436,0,1
1709528400,1.08436,1.08467,1.08436,1.08458,0,0
1709529300,1.08458,1.0847,1.08455,1.08459,1,0
1709530200,1.08459,1.08465,1.08438,1.08438,0,0
1709531100,1.08438,1.0845,1.08428,1.08444,0,1
1709532000,1.08444,1.08459,1.0843,1.08447,0,0
1709532900,1.08447,1.0846,1.0844,1.08444,0,0
1709533800,1.08444,1.08476,1.08438,1.08454,0,1
1709534700,1.08454,1.08479,1.08454,1.08469,0,0
1709535600,1.08469,1.08529,1.08469,1.0852,1,0
1709536500,1.0852,1.0852,1.0847,1.0848,0,0
1709537400,1.0848,1.08498,1.08452,1.08492,0,1
1709538300,1.08492,1.08542,1.08492,1.08538,0,0
1709539200,1.08538,1.0858,1.08521,1.08527,1,0
1709540100,1.08527,1.08527,1.08402,1.08421,0,0
1709541000,1.08421,1.08436,1.08379,1.08408,0,1
1709541900,1.08408,1.08468,1.08392,1.08448,1,0
1709542800,1.08448,1.08464,1.08422,1.08463,0,0
1709543700,1.08463,1.08477,1.08424,1.0846,0,0
1709544600,1.0846,1.08518,1.08452,1.085,0,0
1709545500,1.085,1.08522,1.08478,1.08491,1,0
1709546400,1.08491,1.085,1.0846,1.0849,0,1
1709547300,1.0849,1.08522,1.08488,1.08498,0,0
1709548200,1.08498,1.08545,1.08485,1.08544,0,1
1709549100,1.08544,1.0855,1.08526,1.08536,0,0
1709550000,1.08536,1.08555,1.08528,1.08538,1,0
1709550900,1.08538,1.08549,1.08516,1.08536,0,1
1709551800,1.08536,1.08569,1.08528,1.08562,0,0
1709552700,1.08562,1.0857,1.08541,1.08563,0,0
1709553600,1.08563,1.08576,1.08501,1.0851,1,1
1709554500,1.0851,1.08536,1.08508,1.08527,0,0
1709555400,1.08527,1.08535,1.08506,1.08523,0,0
1709556300,1.08523,1.08525,1.08416,1.08427,0,1
1709557200,1.08427,1.08472,1.08427,1.08467,0,0
1709558100,1.08467,1.08468,1.084,1.08433,0,1
1709559000,1.08433,1.085,1.0843,1.08471,1,0
1709559900,1.08471,1.08491,1.08436,1.08487,0,0
1709560800,1.08487,1.08502,1.08452,1.08458,0,0
1709561700,1.08458,1.0851,1.08458,1.08506,0,0
1709562600,1.08506,1.08545,1.08496,1.08529,0,0
1709563500,1.08529,1.08618,1.08526,1.08598,1,0
1709564400,1.08598,1.08617,1.08556,1.0858,0,0
1709565300,1.0858,1.08634,1.08561,1.08601,1,0
1709566200,1.08601,1.08623,1.0858,1.08622,0,0
1709567100,1.08622,1.08637,1.08596,1.08632,0,0
1709568000,1.08632,1.08669,1.08624,1.08665,0,0
1709568900,1.08665,1.08669,1.08594,1.08598,0,0
1709569800,1.08598,1.0861,1.08569,1.08594,0,1
1709570700,1.08594,1.08621,1.08586,1.08614,1,0
1709571600,1.08614,1.08616,1.08555,1.08584,0,1
1709572500,1.08584,1.08624,1.08576,1.08592,1,0
1709573400,1.08592,1.08607,1.0858,1.0859,0,0
1709574300,1.0859,1.08593,1.0856,1.0858,0,1
1709575200,1.0858,1.08608,1.08565,1.0858,1,0
1709576100,1.0858,1.08598,1.08562,1.08576,0,1
1709577000,1.08576,1.0859,1.08566,1.08584,0,0
1709577900,1.08584,1.08584,1.08558,1.08564,0,0
1709578800,1.08564,1.08578,1.08554,1.0856,0,0
1709579700,1.0856,1.08572,1.08553,1.08564,0,1
1709580600,1.08564,1.08581,1.08554,1.08576,0,0
1709581500,1.08576,1.08584,1.0856,1.08566,1,0
1709582400,1.08566,1.08578,1.08565,1.0857,0,0
1709583300,1.0857,1.08578,1.08565,1.08575,0,0
1709584200,1.08575,1.08597,1.08556,1.08585,1,0
1709585100,1.08585,1.08585,1.08554,1.08558,0,0
1709586000,1.08558,1.08572,1.08552,1.08553,0,0
1709586900,1.08553,1.0856,1.0855,1.08552,0,0
1709587800,1.08552,1.08569,1.08548,1.08559,1,1
1709588700,1.08559,1.08564,1.08555,1.08556,0,0
1709589600,1.08556,1.0857,1.08534,1.08556,0,1
1709590500,1.08556,1.08574,1.0854,1.08556,1,0
1709591400,1.08556,1.08561,1.08538,1.08555,0,1
1709592300,1.08555,1.08568,1.0854,1.0854,0,0
1709593200,1.0854,1.08576,1.0854,1.08566,0,0
1709594100,1.08566,1.0858,1.08555,1.08575,0,0
1709595000,1.08575,1.08581,1.08559,1.0856,1,0
1709595900,1.0856,1.0856,1.0854,1.08541,0,0
1709596800,1.08541,1.08554,1.0853,1.08548,0,0
1709597700,1.08548,1.08548,1.08515,1.08518,0,0
1709598600,1.08518,1.08524,1.08514,1.08522,0,1
1709599500,1.08522,1.08545,1.08516,1.0853,0,0
1709600400,1.0853,1.08548,1.0852,1.08532,1,0
1709601300,1.08532,1.08538,1.08498,1.08519,0,0
1709602200,1.08519,1.0852,1.08495,1.08516,0,0
1709603100,1.08516,1.08516,1.08475,1.08496,0,1
1709604000,1.08496,1.08514,1.08488,1.08504,0,0
1709604900,1.08504,1.08513,1.08486,1.08502,0,1
1709605800,1.08502,1.0852,1.085,1.08513,1,0
1709606700,1.08513,1.08513,1.0849,1.08502,0,1
1709607600,1.08502,1.08516,1.08495,1.08513,0,0
1709608500,1.08513,1.08527,1.08511,1.08524,0,0
1709609400,1.08524,1.08549,1.08522,1.08542,1,0
1709610300,1.08542,1.08544,1.08532,1.08543,0,0
1709611200,1.08543,1.08544,1.08526,1.08528,0,0
1709612100,1.08528,1.08533,1.08522,1.08532,0,0
1709613000,1.08532,1.08536,1.08501,1.08506,1,0
1709613900,1.08506,1.08512,1.08498,1.08508,0,1
1709614800,1.08508,1.08522,1.08504,1.08522,0,0
1709615700,1.08522,1.08535,1.08518,1.08522,0,0
1709616600,1.08522,1.08542,1.08516,1.08522,1,0
1709617500,1.08522,1.08534,1.08492,1.08529,0,1
1709618400,1.08529,1.08532,1.0851,1.08514,0,0
1709619300,1.08514,1.08516,1.08481,1.08495,0,0
1709620200,1.08495,1.08498,1.08461,1.08472,0,0
1709621100,1.08472,1.08488,1.08447,1.08467,0,1
1709622000,1.08467,1.08514,1.08467,1.08471,1,0
1709622900,1.08471,1.08487,1.08464,1.08472,0,0
1709623800,1.08472,1.08475,1.08442,1.08446,0,0
1709624700,1.08446,1.08465,1.08416,1.08464,0,1
1709625600,1.08464,1.0851,1.0845,1.08497,0,0
1709626500,1.08497,1.08519,1.08478,1.08478,1,0
1709627400,1.08478,1.08496,1.08468,1.08488,0,0
1709628300,1.08488,1.0849,1.0843,1.08472,0,1
1709629200,1.08472,1.08536,1.08472,1.08535,0,0
1709630100,1.08535,1.08559,1.08519,1.08555,1,0
1709631000,1.08555,1.08558,1.08533,1.08543,0,0
1709631900,1.08543,1.08544,1.08495,1.08515,0,1
1709632800,1.08515,1.08535,1.08498,1.08512,0,0
1709633700,1.08512,1.0855,1.08511,1.08526,1,0
1709634600,1.08526,1.08536,1.08512,1.08518,0,0
1709635500,1.08518,1.08522,1.08493,1.08502,0,0
1709636400,1.08502,1.08521,1.0848,1.08504,0,1
1709637300,1.08504,1.08521,1.08497,1.08518,0,0
1709638200,1.08518,1.08536,1.08508,1.08536,0,0
1709639100,1.08536,1.08536,1.08482,1.08499,0,0
1709640000,1.08499,1.08506,1.08462,1.08469,0,1
1709640900,1.08469,1.08488,1.08469,1.08484,0,0
1709641800,1.08484,1.08484,1.08456,1.08466,0,1
1709642700,1.08466,1.08482,1.0846,1.08472,0,0
1709643600,1.08472,1.08495,1.08459,1.08492,0,0
1709644500,1.08492,1.08495,1.08433,1.08448,0,0
1709645400,1.08448,1.08517,1.08421,1.08438,1,1
1709646300,1.08438,1.08486,1.08429,1.08464,0,0
1709647200,1.08464,1.08519,1.08461,1.08509,0,0
1709648100,1.08509,1.08545,1.0849,1.08502,1,0
1709649000,1.08502,1.08516,1.08443,1.08461,0,0
1709649900,1.08461,1.08467,1.08403,1.08455,0,1
1709650800,1.08455,1.0876,1.08455,1.08694,1,0
1709651700,1.08694,1.08744,1.08665,1.0867,0,0
1709652600,1.0867,1.0874,1.0864,1.08739,0,1
1709653500,1.08739,1.08749,1.08691,1.08714,1,0
1709654400,1.08714,1.0872,1.08608,1.08642,0,1
1709655300,1.08642,1.08688,1.08634,1.08668,0,0
1709656200,1.08668,1.0868,1.08584,1.08601,0,0
1709657100,1.08601,1.0862,1.08583,1.08612,0,1
1709658000,1.08612,1.08626,1.08586,1.08608,0,0
1709658900,1.08608,1.08646,1.08606,1.08634,1,0
1709659800,1.08634,1.08637,1.0858,1.08587,0,1
1709660700,1.08587,1.0861,1.08583,1.086,0,0
1709661600,1.086,1.08601,1.08566,1.08578,0,0
1709662500,1.08578,1.08583,1.08533,1.08538,0,0
1709663400,1.08538,1.08574,1.08529,1.08534,0,0
1709664300,1.08534,1.0854,1.08515,1.08528,0,0
1709665200,1.08528,1.08553,1.08514,1.08546,0,1
1709666100,1.08546,1.08579,1.08546,1.0857,1,0
1709667000,1.0857,1.08572,1.0853,1.08536,0,0
1709667900,1.08536,1.08538,1.08516,1.08529,0,0
1709668800,1.08529,1.08544,1.0849,1.08498,1,1
1709669700,1.08498,1.08526,1.08494,1.08516,0,0
1709670600,1.08516,1.08556,1.08512,1.08556,0,0
1709671500,1.08556,1.08586,1.08549,1.08578,0,0
1709672400,1.08578,1.08593,1.08574,1.08574,1,0
1709673300,1.08574,1.08579,1.08567,1.08568,0,0
1709674200,1.08568,1.0857,1.08559,1.08562,0,1
1709675100,1.08562,1.0857,1.0856,1.08568,0,0
1709676000,1.08568,1.08587,1.0855,1.08559,1,1
1709676900,1.08559,1.08572,1.08556,1.0857,0,0
1709677800,1.0857,1.08573,1.08565,1.0857,0,0
1709678700,1.0857,1.08576,1.08563,1.08569,0,0
1709679600,1.08569,1.08589,1.08561,1.08583,1,1
1709680500,1.08583,1.08586,1.08575,1.08578,0,0
1709681400,1.08578,1.08578,1.08566,1.08568,0,0
1709682300,1.08568,1.08569,1.08555,1.08555,0,0
1709683200,1.08555,1.08558,1.08524,1.08524,0,0
1709684100,1.08524,1.08524,1.08498,1.08519,0,1
1709685000,1.08519,1.08526,1.08507,1.08522,1,0
1709685900,1.08522,1.08524,1.08492,1.08498,0,0
1709686800,1.08498,1.08502,1.08481,1.08482,0,0
1709687700,1.08482,1.08498,1.08458,1.0846,0,0
1709688600,1.0846,1.08464,1.08432,1.08448,0,0
1709689500,1.08448,1.08449,1.08422,1.08439,0,1
1709690400,1.08439,1.08481,1.08438,1.08478,0,0
1709691300,1.08478,1.0849,1.08468,1.0847,0,0
1709692200,1.0847,1.08505,1.08461,1.08504,0,1
1709693100,1.08504,1.08533,1.08494,1.08526,0,0
1709694000,1.08526,1.08533,1.08512,1.08524,0,0
1709694900,1.08524,1.08532,1.08504,1.08522,0,1
1709695800,1.08522,1.0853,1.08507,1.08508,0,0
1709696700,1.08508,1.08524,1.08506,1.08508,0,0
1709697600,1.08508,1.08522,1.08495,1.08514,0,1
1709698500,1.08514,1.08516,1.08501,1.08509,0,0
1709699400,1.08509,1.08522,1.08508,1.0851,0,0
1709700300,1.0851,1.08524,1.08502,1.08519,0,1
1709701200,1.08519,1.0854,1.08516,1.08538,0,0
1709702100,1.08538,1.08546,1.08529,1.0854,0,0
1709703000,1.0854,1.08561,1.08539,1.08554,0,0
1709703900,1.08554,1.0857,1.08546,1.08552,1,0
1709704800,1.08552,1.08569,1.08549,1.08563,0,0
1709705700,1.08563,1.0859,1.0856,1.08572,0,0
1709706600,1.08572,1.086,1.08568,1.08596,0,0
1709707500,1.08596,1.08607,1.0859,1.08595,0,0
1709708400,1.08595,1.08638,1.08586,1.08632,0,1
1709709300,1.08632,1.08648,1.08608,1.0863,0,0
1709710200,1.0863,1.08666,1.08614,1.08638,1,0
1709711100,1.08638,1.08644,1.08604,1.08621,0,0
1709712000,1.08621,1.08678,1.08592,1.08674,0,1
1709712900,1.08674,1.08712,1.08654,1.08663,1,0
1709713800,1.08663,1.0869,1.08656,1.0868,0,0
1709714700,1.0868,1.08743,1.08666,1.08732,0,0
1709715600,1.08732,1.08752,1.08694,1.087,1,0
1709716500,1.087,1.08724,1.08699,1.08709,0,0
1709717400,1.08709,1.0875,1.08709,1.08739,0,0
1709718300,1.08739,1.08778,1.08731,1.08766,0,0
1709719200,1.08766,1.0878,1.08752,1.08772,0,0
1709720100,1.08772,1.08796,1.08768,1.08772,1,0
1709721000,1.08772,1.0878,1.08734,1.08742,0,1
1709721900,1.08742,1.08777,1.08739,1.08774,0,0
1709722800,1.08774,1.08784,1.08766,1.08781,0,0
1709723700,1.08781,1.08785,1.08718,1.08724,1,0
1709724600,1.08724,1.08751,1.08716,1.0874,0,1
1709725500,1.0874,1.08774,1.08734,1.08758,0,0
1709726400,1.08758,1.08788,1.08753,1.08774,1,0
1709727300,1.08774,1.08774,1.08746,1.08748,0,0
1709728200,1.08748,1.08758,1.08705,1.08707,0,0
1709729100,1.08707,1.08726,1.08674,1.08688,0,1
1709730000,1.08688,1.0875,1.08685,1.08743,0,0
1709730900,1.08743,1.08774,1.08714,1.08748,0,0
1709731800,1.08748,1.08829,1.08685,1.0882,0,1
1709732700,1.0882,1.08851,1.0877,1.0885,0,0
1709733600,1.0885,1.08881,1.08834,1.08836,1,0
1709734500,1.08836,1.0888,1.0883,1.08851,0,1
1709735400,1.08851,1.0889,1.08832,1.08879,0,0
1709736300,1.08879,1.08895,1.08841,1.0887,1,0
1709737200,1.0887,1.08891,1.08814,1.08888,0,1
1709738100,1.08888,1.08921,1.08855,1.08903,0,0
1709739000,1.08903,1.08976,1.08858,1.08964,0,0
1709739900,1.08964,1.09089,1.08962,1.09051,1,0
1709740800,1.09051,1.09051,1.09006,1.09021,0,0
1709741700,1.09021,1.09058,1.08995,1.09058,0,1
1709742600,1.09058,1.09088,1.09014,1.0908,0,0
1709743500,1.0908,1.0915,1.09074,1.09122,0,0
1709744400,1.09122,1.09154,1.0908,1.09086,1,0
1709745300,1.09086,1.09125,1.09078,1.09078,0,0
1709746200,1.09078,1.09105,1.0901,1.09014,0,0
1709747100,1.09014,1.09033,1.08994,1.09024,0,1
1709748000,1.09024,1.09054,1.09024,1.09041,0,0
1709748900,1.09041,1.09078,1.09041,1.09078,0,0
1709749800,1.09078,1.09078,1.09006,1.09056,0,0
1709750700,1.09056,1.09061,1.09004,1.0903,0,0
1709751600,1.0903,1.0903,1.08957,1.08959,0,0
1709752500,1.08959,1.08982,1.08936,1.08978,0,1
1709753400,1.08978,1.0899,1.08951,1.08964,1,0
1709754300,1.08964,1.08984,1.08934,1.08969,0,0
1709755200,1.08969,1.08981,1.08929,1.08935,0,0
1709756100,1.08935,1.0896,1.08929,1.0896,0,0
1709757000,1.0896,1.08966,1.08938,1.0895,0,0
1709757900,1.0895,1.08994,1.08949,1.0899,0,0
1709758800,1.0899,1.08994,1.08958,1.0896,0,0
1709759700,1.0896,1.08968,1.08956,1.0896,0,0
1709760600,1.0896,1.08975,1.08955,1.08975,0,1
1709761500,1.08975,1.08994,1.08974,1.0899,0,0
1709762400,1.0899,1.08994,1.08968,1.0899,0,1
1709763300,1.0899,1.09018,1.08977,1.08982,1,0
1709764200,1.08982,1.08996,1.08982,1.08987,0,0
1709765100,1.08987,1.0899,1.0898,1.08981,0,0
1709766000,1.08981,1.09016,1.08977,1.08989,1,1
1709766900,1.08989,1.08998,1.08988,1.08996,0,0
1709767800,1.08996,1.09012,1.08992,1.08996,1,0
1709768700,1.08996,1.09002,1.0898,1.08996,0,1
1709769600,1.08996,1.09074,1.08994,1.0906,1,0
1709770500,1.0906,1.09066,1.09004,1.0901,0,0
1709771400,1.0901,1.09055,1.09004,1.0903,0,0
1709772300,1.0903,1.09044,1.09014,1.09031,0,0
1709773200,1.09031,1.09035,1.08989,1.09004,0,1
1709774100,1.09004,1.09044,1.09004,1.0902,1,0
1709775000,1.0902,1.09032,1.0899,1.0901,0,0
1709775900,1.0901,1.09012,1.08966,1.0898,0,1
1709776800,1.0898,1.0899,1.08971,1.08976,0,0
1709777700,1.08976,1.08985,1.08936,1.08938,0,0
1709778600,1.08938,1.08963,1.08936,1.08956,0,0
1709779500,1.08956,1.08988,1.08949,1.08986,0,0
1709780400,1.08986,1.0899,1.08978,1.08982,0,0
1709781300,1.08982,1.0899,1.08954,1.0898,0,1
1709782200,1.0898,1.08993,1.08972,1.0899,0,0
1709783100,1.0899,1.09015,1.08986,1.09007,0,0
1709784000,1.09007,1.09027,1.09003,1.09014,0,0
1709784900,1.09014,1.09043,1.09014,1.09042,0,0
1709785800,1.09042,1.09055,1.09026,1.09046,1,0
1709786700,1.09046,1.09046,1.09031,1.09036,0,0
1709787600,1.09036,1.09042,1.0902,1.09026,0,1
1709788500,1.09026,1.09058,1.09021,1.09034,1,0
1709789400,1.09034,1.09038,1.09002,1.09004,0,0
1709790300,1.09004,1.09018,1.08998,1.09004,0,0
1709791200,1.09004,1.0901,1.08992,1.09002,0,1
1709792100,1.09002,1.09031,1.08998,1.09024,1,0
1709793000,1.09024,1.0903,1.09009,1.09014,0,0
1709793900,1.09014,1.09024,1.08986,1.09018,0,1
1709794800,1.09018,1.09044,1.09,1.09012,1,0
1709795700,1.09012,1.09012,1.0896,1.08965,0,0
1709796600,1.08965,1.08976,1.08922,1.08931,0,0
1709797500,1.08931,1.08952,1.08912,1.08938,0,0
1709798400,1.08938,1.0896,1.08878,1.08908,1,1
1709799300,1.08908,1.08936,1.08892,1.08932,0,0
1709800200,1.08932,1.0896,1.08915,1.08936,0,0
1709801100,1.08936,1.0898,1.08932,1.0898,0,0
1709802000,1.0898,1.0898,1.08938,1.08939,0,0
1709802900,1.08939,1.08995,1.08928,1.08994,0,1
1709803800,1.08994,1.09009,1.08983,1.0899,0,0
1709804700,1.0899,1.09028,1.08986,1.09017,1,0
1709805600,1.09017,1.0902,1.08946,1.08963,0,0
1709806500,1.08963,1.08972,1.08935,1.08942,0,0
1709807400,1.08942,1.08947,1.08897,1.08914,0,1
1709808300,1.08914,1.0898,1.08914,1.08966,0,0
1709809200,1.08966,1.08985,1.08949,1.08981,0,0
1709810100,1.08981,1.08993,1.0896,1.08976,1,0
1709811000,1.08976,1.08992,1.08936,1.08936,0,0
1709811900,1.08936,1.08963,1.08924,1.0894,0,1
1709812800,1.0894,1.08978,1.0894,1.08961,0,0
1709813700,1.08961,1.09002,1.0896,1.08994,0,0
1709814600,1.08994,1.09002,1.08972,1.09,0,0
1709815500,1.09,1.09,1.08922,1.08944,0,1
1709816400,1.08944,1.08969,1.08932,1.08942,0,0
1709817300,1.08942,1.08969,1.08736,1.08813,0,0
1709818200,1.08813,1.08861,1.0872,1.08816,0,0
1709819100,1.08816,1.08831,1.08677,1.08722,0,1
1709820000,1.08722,1.08902,1.08692,1.08871,0,0
1709820900,1.08871,1.09021,1.08834,1.0901,0,0
1709821800,1.0901,1.09076,1.08958,1.09004,0,0
1709822700,1.09004,1.09196,1.08969,1.09156,1,0
1709823600,1.09156,1.09175,1.09089,1.09162,0,0
1709824500,1.09162,1.09178,1.09082,1.09109,0,1
1709825400,1.09109,1.09261,1.09104,1.09252,0,0
1709826300,1.09252,1.09309,1.0923,1.093,1,0
1709827200,1.093,1.09304,1.09248,1.09288,0,0
1709828100,1.09288,1.0938,1.09268,1.09363,1,0
1709829000,1.09363,1.09373,1.09316,1.09352,0,0
1709829900,1.09352,1.09423,1.09324,1.09402,1,0
1709830800,1.09402,1.09403,1.09366,1.09396,0,0
1709831700,1.09396,1.09417,1.0936,1.09367,1,0
1709832600,1.09367,1.09376,1.09312,1.09319,0,1
1709833500,1.09319,1.09372,1.09316,1.0937,0,0
1709834400,1.0937,1.09407,1.09366,1.094,0,0
1709835300,1.094,1.0942,1.09392,1.0942,0,0
1709836200,1.0942,1.09432,1.09398,1.09417,0,0
1709837100,1.09417,1.09448,1.09416,1.09422,1,0
1709838000,1.09422,1.09444,1.09409,1.0944,0,1
1709838900,1.0944,1.09474,1.09429,1.0947,1,0
1709839800,1.0947,1.0947,1.0943,1.09462,0,0
1709840700,1.09462,1.09488,1.09457,1.09468,1,0
1709841600,1.09468,1.09469,1.09426,1.09448,0,1
1709842500,1.09448,1.09469,1.09448,1.09458,0,0
1709843400,1.09458,1.09492,1.09448,1.09474,1,0
1709844300,1.09474,1.09481,1.09463,1.0947,0,0
1709845200,1.0947,1.09486,1.09468,1.09474,1,0
1709846100,1.09474,1.09474,1.09458,1.09464,0,0
1709847000,1.09464,1.09478,1.09458,1.09474,0,0
1709847900,1.09474,1.09491,1.09472,1.09484,1,0
1709848800,1.09484,1.09484,1.09455,1.09474,0,1
1709849700,1.09474,1.09478,1.09459,1.09475,0,0
1709850600,1.09475,1.09481,1.09468,1.09479,0,0
1709851500,1.09479,1.09481,1.09468,1.09474,0,0
1709852400,1.09474,1.09492,1.09474,1.09492,0,0
1709853300,1.09492,1.09501,1.0949,1.09492,1,0
1709854200,1.09492,1.095,1.09492,1.09497,0,0
1709855100,1.09497,1.09515,1.09494,1.0951,0,0
1709856000,1.0951,1.0954,1.09506,1.09538,0,0
1709856900,1.09538,1.09544,1.09524,1.09544,0,0
1709857800,1.09544,1.09558,1.09532,1.09539,1,0
1709858700,1.09539,1.09541,1.09503,1.09514,0,0
1709859600,1.09514,1.09529,1.09482,1.09488,0,0
1709860500,1.09488,1.09496,1.09466,1.09481,0,1
1709861400,1.09481,1.09492,1.09468,1.09477,0,0
1709862300,1.09477,1.09508,1.09474,1.0948,1,0
1709863200,1.0948,1.09488,1.09465,1.09476,0,1
1709864100,1.09476,1.09505,1.09474,1.09504,0,0
1709865000,1.09504,1.09509,1.09468,1.09471,1,0
1709865900,1.09471,1.09471,1.0945,1.09458,0,0
1709866800,1.09458,1.09464,1.09442,1.09454,0,1
1709867700,1.09454,1.09475,1.09451,1.09474,0,0
1709868600,1.09474,1.0948,1.09462,1.09466,1,0
1709869500,1.09466,1.09478,1.09462,1.09474,0,0
1709870400,1.09474,1.09484,1.09468,1.09482,0,0
1709871300,1.09482,1.09492,1.09463,1.09468,1,0
1709872200,1.09468,1.09473,1.09448,1.09454,0,0
1709873100,1.09454,1.09471,1.09445,1.09457,0,1
1709874000,1.09457,1.09472,1.0945,1.09463,0,0
1709874900,1.09463,1.09474,1.09448,1.09474,0,1
1709875800,1.09474,1.09486,1.09468,1.09477,1,0
1709876700,1.09477,1.09478,1.09457,1.09466,0,0
1709877600,1.09466,1.09488,1.09456,1.09472,1,0
1709878500,1.09472,1.09474,1.09442,1.09464,0,1
1709879400,1.09464,1.09492,1.0946,1.09467,1,0
1709880300,1.09467,1.09488,1.09463,1.09484,0,0
1709881200,1.09484,1.09512,1.09458,1.09466,1,0
1709882100,1.09466,1.09467,1.09362,1.09386,0,0
1709883000,1.09386,1.09389,1.09318,1.09336,0,1
1709883900,1.09336,1.09352,1.09324,1.09338,0,0
1709884800,1.09338,1.09347,1.09306,1.09322,0,0
1709885700,1.09322,1.09338,1.09292,1.09333,0,1
1709886600,1.09333,1.09366,1.0932,1.09366,0,0
1709887500,1.09366,1.0939,1.09342,1.09358,1,0
1709888400,1.09358,1.09376,1.09319,1.09326,0,0
1709889300,1.09326,1.09326,1.09262,1.09325,0,0
1709890200,1.09325,1.09342,1.09261,1.09292,0,1
1709891100,1.09292,1.09365,1.09292,1.09353,0,0
1709892000,1.09353,1.09372,1.09335,1.09367,1,0
1709892900,1.09367,1.09368,1.09298,1.09298,0,0
1709893800,1.09298,1.09309,1.09264,1.09302,0,1
1709894700,1.09302,1.09351,1.09296,1.09335,0,0
1709895600,1.09335,1.09351,1.09318,1.09344,0,0
1709896500,1.09344,1.0939,1.0934,1.09375,1,0
1709897400,1.09375,1.09375,1.09296,1.09316,0,1
1709898300,1.09316,1.09348,1.09301,1.09346,0,0
1709899200,1.09346,1.09352,1.09297,1.09302,1,0
1709900100,1.09302,1.0932,1.09281,1.0931,0,1
1709901000,1.0931,1.09335,1.09298,1.09313,1,0
1709901900,1.09313,1.09325,1.09288,1.09319,0,1
1709902800,1.09319,1.09364,1.09313,1.09358,0,0
1709903700,1.09358,1.09444,1.09348,1.09405,0,0
1709904600,1.09405,1.09813,1.09192,1.09722,1,1
1709905500,1.09722,1.09746,1.09543,1.09583,0,0
1709906400,1.09583,1.09668,1.09505,1.09515,0,0
1709907300,1.09515,1.09566,1.09448,1.09562,0,1
1709908200,1.09562,1.09626,1.09512,1.09588,0,0
1709909100,1.09588,1.0963,1.0955,1.09578,1,0
1709910000,1.09578,1.09607,1.09511,1.09516,0,0
1709910900,1.09516,1.09526,1.09434,1.0952,0,1
1709911800,1.0952,1.09543,1.09491,1.09534,0,0
1709912700,1.09534,1.09619,1.09492,1.0961,1,0
1709913600,1.0961,1.09614,1.09486,1.09498,0,0
1709914500,1.09498,1.09504,1.09425,1.09425,0,0
1709915400,1.09425,1.0947,1.09402,1.09409,0,0
1709916300,1.09409,1.09424,1.09374,1.09404,0,1
1709917200,1.09404,1.0946,1.09403,1.09433,1,0
1709918100,1.09433,1.09446,1.09376,1.09443,0,0
1709919000,1.09443,1.09451,1.0937,1.0938,1,1
1709919900,1.0938,1.09402,1.09374,1.09394,0,0
1709920800,1.09394,1.09402,1.09339,1.09345,0,1
1709921700,1.09345,1.09382,1.09343,1.09351,0,0
1709922600,1.09351,1.09373,1.09335,1.09359,0,1
1709923500,1.09359,1.0938,1.09352,1.09372,0,0
